titre;id;abstract_type;publication_status;is_paid;reference;page_count;url;affiliations;is_approved;approved_date;downloads;author_1_id;author_1_last_name;author_1_first_name;author_1_url;author_2_id;author_2_last_name;author_2_first_name;author_2_url;author_3_id;author_3_last_name;author_3_first_name;author_3_url;author_4_id;author_4_last_name;author_4_first_name;author_4_url;paperDate;abstract;lang;lang_prob;lang_abs;lang_prob_abs;lang_match;author_1_institution;author_1_ror_url;author_1_country;ror_status;author_1_ror_id
Internal Control Systems in Banking: the Theoretical Contributions of the Business Administration and Management Literature (Il Controllo Di Gestione Nell&rsquoEconomia Delle Banche: Aspetti Definitori E Considerazioni Sulle Prospettive Interpretative Proposte Dalla Letteratura Economico-Aziendale);2946341;Accepted Paper Series;UNDER REVIEW;False;Annali della Facoltà di Economia, Università degli Studi di Palermo, Anni LXIX-LXX, 2015-2016, dicembre, 2016, p. 149-165 (ISSN 1827-8388).;0;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2946341;d/SEAS;True;05 Apr 2017;0;1771888;Scannella;Enzo;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1771888;;;;;;;;;;;;;2016-12-15;The purpose of this paper is to analyse the control systems in the economics of banking following the main theoretical contributions of the Economia aziendale and management scholars. In such perspective of analysis control systems contribute to effective bank management. Control systems take a strategic approach to the pursuit of economic and financial results, efficiency and effectiveness of a banking organization. After having briefly outlined some structural and processual aspects of the control system the paper reflects upon some insightful theoretical contributions.;it;0.3828820586204529;en;0.9066587090492249;False;;;;no_match;
Illiberal Democracy: The Toxic Mix of Fake News, Hyperpolarization, and Partisan Election Administration;2944791;Accepted Paper Series;UNDER REVIEW;False;12 Duke Journal of Constitutional Law & Public Policy 57 (2017);83;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2944791;Drake University - Law School;True;05 Apr 2017;549;1697565;Gaughan;Anthony J.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1697565;;;;;;;;;;;;;2017-04-03;The 2016 presidential election shook American democracy to its foundations. From Russia’s hacking of Democratic National Committee emails to President Trump’s false allegations of widespread voting fraud, America’s democratic institutions emerged from the election battered and bruised. The stunning turn of events and the unprecedented controversy that surrounded the election had a profound impact on public opinion. National surveys now consistently find that a majority of Americans question the integrity of the nation’s election system. Accordingly, this article contends that we have entered into a dangerous new chapter in the nation’s history that not only threatens public confidence in election fairness but potentially could even undermine the long-term health of the nation’s democracy. The unjustified fear of election fraud has itself become a threat to America’s democratic principles. This article identifies three toxic developments that if left unchecked threaten the future of voting rights in America. The first is the rise of fake news. As the traditional news media has lost its gate-keeper status and as the internet has facilitated the rapid spread of misinformation, false allegations of voting fraud dominate news cycles. The pervasive nature of the claims has triggered a precipitous decline in public confidence in election integrity, even though there is no factual basis to justify the public’s fear of widespread fraud. The second is the phenomenon of hyperpolarization. The partisan divide has reached such historic levels that Republicans and Democrats increasingly view the opposing party as a threat to the nation’s well-being. Hyperpolarization makes partisans more inclined to attempt to limit the political influence of opposing voters, a development that is particularly dangerous in the United States because of the third toxic feature of contemporary politics: partisan control of election administration. Unusual among major democracies, the United States entrusts the majority party with responsibility for administering elections and setting voting rules. In recent years partisans have become increasingly aggressive in adopting election laws that benefit one party at the expense of the other. The real scandal of American politics is not illegal vote rigging or voter fraud but rather the extent to which partisans are legally permitted to manipulate election rules for political advantage.The United States thus stands at a uniquely dangerous moment in its history. The risk that America may evolve into an illiberal democracy is particularly high in light of the ongoing battle over voter registration restrictions and other laws that limit access to voting. In the name of safeguarding election integrity, legislatures across the country have adopted new voting laws that many courts and scholars have concluded make it harder for poor and minority voters to participate in the democratic process. As Americans increasingly view election stakes in apocalyptic terms, as false allegations of election fraud spread like wildfire, and as partisan officials control election rules, America’s democratic institutions face their most serious domestic challenge since the enactment of the Voting Rights Act in 1965. This article concludes by proposing three steps to defend and preserve the vitality of America’s liberal democratic norms at this dangerous moment in the nation’s history.;en;0.7106630206108093;en;0.9436555504798888;True;Drake University;https://ror.org/001skmk61;United States;matched;001skmk61
A Principlist Approach to Public Administration;2945102;Working Paper Series;UNDER REVIEW;False;;26;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2945102;;True;03 Apr 2017;105;2666161;Hammer;Michael;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2666161;;;;;;;;;;;;;2012-09-28;The difficulty of finding a core or boundary to public administration is no surprise to researchers. This paper argues that a principlist approach, taking as its model the development of the field of biomedical ethics, can make a virtue out of this apparent vice. This paper will argue that four core principles can serve as a beginning of a long-sought theoretical foundation for the field while at the same time more clearly delineating the purpose and interconnection of long-standing empirical research agendas. This principle-based approach bridges the normative and empirical and can guide the direction of researchers in ways that answer important questions about representation, work motivation, discretion, and institutional design in relation to higher-level normative questions.;en;0.8403890132904053;en;0.9250967502593994;True;;;;empty_affiliation;
Accounting for Innovation in the Coming Consolidation: Telecom Merger Analysis Under a Trump Administration;2944294;Working Paper Series;UNDER REVIEW;False;;0;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2944294;ITIF;True;31 Mar 2017;0;2225364;Brake;Doug;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2225364;;;;;;;;;;;;;2017-03-31;The merger analyses performed under the Trump administration may prove to be some of the most consequential in decades. Many expect a flurry of proposed transactions after the lifting of the incentive auction quiet period. Potential M&A activity will grow out of rapidly shifting markets in the tech and telecom arena. The analytical challenges in accounting for the changes in market definition and competitive dynamics brought by dynamic innovation make for real risk of over- or under-enforcement of antitrust and/or regulatory authority.This paper operates under the theoretical framework offered by Katz and Shelanski, analyzing the dynamic effects of possible or proposed near-term transactions in tech, media, and telecom. It advances their recommendation that innovation demands appreciation beyond normal static considerations like price, but cautions against under-enforcement. Most notably, it attempts an analysis of competitive dynamics under expected 5G technologies and urges against maintaining a pre-conceived number of mobile competitors.;en;0.7133650183677673;en;0.9212766885757446;True;;;;no_match;
La Administración Romana Ante La Gestión De Residuos Y Tutela Del Hábitat (Roman Administration for Waste Management and Habitat Protection);2921287;Accepted Paper Series;UNDER REVIEW;False;Revista Digital de Derecho Administrativo, No. 17, p. 69-87, 2017;19;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2921287;University of Las Palmas de Gran Canaria;True;23 Feb 2017;60;2654828;Zamora;Jose;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2654828;;;;;;;;;;;;;2017-02-21;Spanish Abstract: Desde un punto de vista medioambiental, los problemas que normalmente se producen en las grandes ciudades están relacionados con los residuos, dada la concentración de viviendas y locales en un espacio reducido. Roma no supone una excepción, de ahí que haya existido una preocupación por la higiene y la gestión y evacuación de residuos urbanos, y que aún hoy en día siguen generando numerosos problemas. En el presente trabajo se hace una aproximación a algunas vicisitudes relacionadas con la gestión de residuos. English Abstract: From an environmental perspective, problems usually arising in large cities are often related to waste, due to a large group of residencies and business establishments in a small space. Rome is no exception  hence it has historically been concerned about hygiene and the management and disposal of urban waste, which continues to present day, generating numerous problems. This paper will address some of the vicissitudes related with waste management.;es;0.2940844893455505;es;0.6228215098381042;True;Universidad de Las Palmas de Gran Canaria;https://ror.org/01teme464;Spain;matched;01teme464
Renegotiating NAFTA: Implications for Canada of Possible Trump Administration Policies;2911390;Working Paper Series;UNDER REVIEW;False;;9;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2911390;;True;06 Feb 2017;571;1316940;Ciuriak;Dan;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1316940;;;;;;;;;;;;;2017-03-09;Building on, and indeed ratcheting up, the rhetoric of the US election campaign, the new Trump Administration has signalled disruptive change to US trade relations.  The not-yet-in-force Trans-Pacific Partnership was torn up on day one of the new presidential term, the future of NAFTA was thrown into great uncertainty following the breakdown of a NAFTA leaders meeting, and punitive tariff rhetoric could impact significantly on corporate import-sourcing decisions, disturbing established supply chains.  Canada is not the principal target in the cross-hairs of the Trump Administration – this bilateral relationship only needs “tweaking” from the Trump Administration perspective, based on the first leader’s meeting – but Canada has never gotten a bye when the United States has moved on its perceived commercial interests. This note sketches out the likely contours of a NAFTA renegotiation, focussing on Canada’s interests, on the premise that NAFTA will survive the political challenges that have emerged.;en;0.7183442711830139;en;0.9437376856803894;True;;;;empty_affiliation;
Derecho Criminal Romano. Aportes a Problemas Actuales En Relación Con Los 'Delitos Contra La Administración Pública' (Roman Criminal Law. Contributions to Current Problems in Connection with 'Crimes Against Public Administration');2898325;Accepted Paper Series;UNDER REVIEW;False;REVISTA DIGITAL DE DERECHO ADMINISTRATIVO, No. 16, Julio-Diciembre de 2016;52;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2898325;Universidad Externado de Colombia;True;14 Jan 2017;138;1751788;Espitia Garzon;Fabio;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1751788;;;;;;;;;;;;;2017-01-12;Spanish Abstract: El estudio secular y pormenorizado de las instituciones del derecho privado romano hizo olvidar por siglos el de las instituciones ligadas en Roma al derecho público, lo que se acentuó cuando, como consecuencia del triunfo de las ideas iluministas burguesas, se estructuraron una serie de principios (separación de poderes, principio de legalidad) considerados hasta tal punto verdades que hoy pueden parecer más bien mitos de la Ilustración. La situación, no obstante, cambió a partir de la segunda mitad del siglo xx, cuando la romanística comenzó a analizar más profundamente tanto las instituciones constitucionales como la represión criminal de los romanos. Este trabajo inicia con una reseña sobre algunas de las principales obras y artículos producidos desde los años 1950 hasta hoy, acerca de lo que con terminología actual se llamaría derecho penal “general”, “especial” y procedimiento, para luego centrarse en la utilidad práctica que esos estudios pueden tener a la hora de resolver problemáticas del hoy, tomando como ejemplo el tema de los delitos contra la administración pública, dada la necesidad actual de perseguir los bienes obtenidos como consecuencia de tales actividades, a pesar de la muerte del autor del hecho, esto es, de trascender el principio de personalidad de la pena. English Abstract: The secular and detailed study of Roman Private Law institutions has, for centuries, diverted the attention to institutions pertaining to the Public Law sphere. Such studies were a consequence of the triumph of bourgeois ideas from the Enlightenment, which were structured on a set of principles (separation of powers, the principle of legality) both considered absolute truths, even though today they seem more like myths. This understanding shifted during the second half of the twentieth century, when scholars of Roman Law began to more comprehensively analyze Rome’s constitutional institutions as well as its criminal repression. This paper begins with a review of some of the most important works and articles produced since the fifties until present day about the so called ‘general ’and ´special’ Criminal Law, and the Law of Criminal Procedure, it then focuses on how useful those texts are in order to solve actual problems, taking as an example the subject of crimes against public administration, given the actual need to pursue the assets obtained from such activities, despite the perpetrator’s death, which means going beyond the principle of the individual nature of penalties.;es;0.4684556424617767;es;0.6445608735084534;True;Universidad Externado de Colombia;https://ror.org/02xtwpk10;Colombia;matched;02xtwpk10
Il Principio Del Merito Nel Diritto Delle Amministrazioni Romane. Riflessioni Storico-Comparatistiche Sulle Carriere Nei Pubblici Uffici (The Principle of Merit in the Law of Roman Administration. Historical-Comparative Reflections about Careers in Public Office);2898421;Accepted Paper Series;UNDER REVIEW;False;Revista Digital De Derecho Administrativo, No. 16, Julio-Diciembre De 2016;17;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2898421;Università di Bologna;True;14 Jan 2017;54;2641652;Trisciuoglio;Andrea;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2641652;;;;;;;;;;;;;2017-01-12;Italian Abstract: Il contributo mette a confronto il diritto delle amministrazioni romane, in particolare quello tardoimperiale basato sulle costituzioni degli imperatori, con il diritto costituzionale-amministrativo italiano (ivi incluse le più recenti novità normative) in tema di accesso e avanzamento nei pubblici uffici. Si osserva come nei due diritti considerati si delinea il principio meritocratico e si riflette, alla luce dell’esperienza romana, su come si possa giungere ad una sua concreta, condivisibile attuazione. English Abstract: The article makes a comparison between the laws of the Roman authorities, particularly those of the late empire based on the constitutions of the emperors, and constitutional and Italian administrative law (including the most recent legislation) on the issue of access and promotion in public administration. In the article it is observed how in both laws the principle of meritocracy emerges, and proposals are made, in the light of the Roman experience, on how such a principle, which we can all agree with, can be concretely implemented.;it;0.5078195333480835;it;0.5766682028770447;True;University of Bologna;https://ror.org/01111rn36;Italy;matched;01111rn36
Entrepreneurial Administration;2893139;Working Paper Series;UNDER REVIEW;False;Silicon Flatirons Center, 2017 U of Colorado Law Legal Studies Research Paper No. 17-1;72;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2893139;University of Colorado Law School;True;05 Jan 2017;599;110103;Weiser;Phil;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=110103;;;;;;;;;;;;;2017-01-03;A core failing of today’s administrative state and modern administrative law scholarship is the lack of imagination as to how agencies should operate.  On the conventional telling, public agencies follow specific grants of regulatory authority, use the traditional tools of notice-and-comment rulemaking and adjudication, and are checked by judicial review.  In reality, however, effective administration depends on entrepreneurial leadership that spearheads policy experimentation and trial-and-error problem-solving, including the development of regulatory programs that use non-traditional tools. Entrepreneurial administration takes place both at public agencies and private entities, each of which can address regulatory challenges and earn regulatory authority as a result.  Consider, for example, that Energy Star, a successful program that has encouraged the manufacture and sale of energy efficient appliances, is developed and overseen by the Environmental Protection Agency (EPA).  After the EPA established the program, Congress later codified it and, eventually, other countries followed suit. By contrast, the successful and complementary program encouraging the construction of energy efficient buildings, the well-respected LEED standard, is developed and overseen by a private organization.  After it was developed, a number of governmental authorities endorsed it and have encouraged LEED-certified construction projects with both carrots and sticks.  Significantly, while neither the Energy Star nor the LEED program were originally anticipated by any regulatory statute, both have had a tremendous impact. The Energy Star and LEED case studies exemplify the sort of innovative regulatory strategies that are taking root in the modern administrative state.  Despite the importance of entrepreneurial administration in practice, scholars have failed to examine the role of entrepreneurial leadership in spurring policy innovation and earning regulatory authority for an agency (or private entity).  In short, administrative law needs a richer and more textured account of agency action, why entrepreneurial leadership matters in government, and how agencies should operate.This Article explains that the conventional view of agency behavior — either following the specific direction of Congress or the President to use notice-and-comment rulemaking or adjudication processes — does not adequately portray how public agencies and private entities develop innovative regulatory strategies and earn regulatory authority as a result.  In particular, this Article explains how governmental agencies like the EPA or private entities like the Green Building Council (which oversees the LEED standard) depend on entrepreneurial leadership to develop experimental regulatory strategies.  It also explains how, in the wake of such experiments, legislative bodies have the opportunity to evaluate regulatory innovations in practice before deciding whether to embrace, revise, reject, or merely tolerate them. This Article highlights the importance of entrepreneurial leadership in government, providing a number of examples of emerging regulatory experiments and suggesting how Congress should evaluate such experiments.  This discussion explains how entrepreneurial leadership and a culture of experimentation and trial-and-error learning is necessary to develop innovative strategies and overcome the pressure to manage the status quo.  In so doing, the Article underscores how policy entrepreneurship is integral to agency effectiveness, an important corrective to public choice theory, and a missing piece of modern administrative law scholarship.;en;0.6924524307250977;en;0.929182231426239;True;University of Colorado Health;https://ror.org/0107w4315;United States;matched;0107w4315
The Role of Corruption in Festering Boko Haram Insurgency and Terrorism Under Jonathan Administration;2881193;Working Paper Series;UNDER REVIEW;False;;31;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2881193;Tai Solarin University of Education;True;06 Dec 2016;221;2612366;Ayodeji;Prof. Gafar Idowu;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=2612366;;;;;;;;;;;;;;The escalation of the Boko Haram insurgency and the terrorist attacks causing incalculable destruction to lives and property in the Northeast of Nigeria which climaxed under Jonathan administration were unprecedented in the history of religious and political violence in Nigeria. This paper examined the role that impunity and the influence of corruption played in the ineffectual response to Boko Haram insurgent acts which prepared grounds for Boko Haram terrorism under Jonathan administration. With exploration of secondary data and Qualitative Content Analysis (QCA) of the extant literature, the study revealed that Boko Haram insurgency and terrorism in the North-East were underestimated, politically miscalculated while funds allocated for its prosecution were embezzled. The Jonathan administration’s impunity and corruption hampered its ability to curtail terrorism when it mattered most. The paper recommended that, aside taking appropriate legal actions to punish those found guilty of misappropriation of funds, adequate steps should also be taken towards empowering the impoverished youths in the Northern parts of Nigeria while the military should be comprehensively reformed and permanent military and intelligence measures should be appropriately taken in all parts of the country to forestall future occurrence.;en;0.8317201137542725;en;0.9436113834381104;True;Tai Solarin University of Education;https://ror.org/05adhha17;Nigeria;matched;05adhha17
Pharmaceutical Antitrust: What the Trump Administration Can Do;2880184;Accepted Paper Series;UNDER REVIEW;False;Concurrences: Competition Law Review 63 (No. 4, 2016);3;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2880184;Rutgers, The State University of New Jersey - Rutgers Law School;True;05 Dec 2016;393;327943;Carrier;Michael A.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=327943;;;;;;;;;;;;;2016-11-30;Drug prices are in the news. “Pharma Bro” Martin Shkreli increased the price of Daraprim, a treatment for fatal parasitic infections, by 5000%. Mylan found itself on the hot seat for raising the price of the anaphylaxis-treating EpiPen 15 times in 7 years, resulting in a 400% increase to more than $600. Politicians rail about the harms of high drug prices.What can the next Administration do? A lot. This article shows how — even without directly regulating price — it can use antitrust law to reduce prices by challenging an array of anticompetitive behavior. It can target settlements by which brand drug firms pay generics to delay entering the market. It can go after “product hopping,” by which a brand firm switches from one version of a drug to another to forestall generic competition. It can target distribution restrictions that brands have instituted to block generics. And it can challenge other conduct in the industry. In short, antitrust law has a vital role to play. Antitrust is about competition, which lowers prices and increases choice. Consumers in the pharmaceutical industry suffer harms as directly in this setting as anywhere. High drug prices have resulted in patients not being able to take vital medicines or splitting pills in half. To add insult to injury, this anticompetitive behavior typically is not justified based on innovation or patents. The agencies in the next Administration have important tasks ahead of them in targeting conduct in the pharmaceutical industry.;en;0.5557459592819214;en;0.9433221817016602;True;Rutgers, The State University of New Jersey;https://ror.org/05vt9qd57;United States;matched;05vt9qd57
Drug Supply, Self Administration and Manslaughter: An Australian Perspective;2874062;Accepted Paper Series;UNDER REVIEW;False;Journal of the Australasian Law Teachers Association, 4(1,2), 41-52;12;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2874062;University of Technology Sydney, Faculty of Law;True;23 Nov 2016;188;664942;Dobinson;Ian;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=664942;;;;;;;;;;;;;;In August 2009 Brian and Natalia Burns were found guilty (separate jury trials) of the manslaughter of David Hay. The prosecution’s case against both defendants was based on two allegations. First, they caused the death of the deceased by an unlawful and dangerous act, that being the administration of methadone by injection to the deceased. Alternatively, they were liable for manslaughter by gross criminal negligence.1 The NSW Court of Criminal Appeal (NSWCCA) on 1 April 2011 dismissed Natalie Burn’s appeal against her conviction.;en;0.8344578742980957;en;0.9864967465400696;True;University of Technology Sydney;https://ror.org/03f0f6041;Australia;matched;03f0f6041
Temporary Loan Limits As a Natural Experiment in Federal Housing Administration Insurance;2872100;Accepted Paper Series;UNDER REVIEW;False;Housing Policy Debate, Forthcoming;0;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=2872100;Federal National Mortgage Association (Fannie Mae);True;18 Nov 2016;0;1672629;Park;Kevin A.;https://papers.ssrn.com/sol3/cf_dev/AbsByAuth.cfm?per_id=1672629;;;;;;;;;;;;;;The Economic Stimulus Act of 2008 dramatically but temporarily increased the mortgage loan amount eligible for insurance through the Federal Housing Administration (FHA). We use the implementation and expiration of these loan limits as a source of exogenous variation in the availability of FHA insurance to measure the impact on the overall mortgage market and conventional lending. We find that the introduction of higher loan limits increased the number of loan originations, but that the expiration of those loan limits roughly 6 years later did not significantly decrease affected loan originations. The substitution between loan products and small net impact on the overall mortgage market when the ESA loan limits expired may be explained by the return of a stronger conventional lending industry than existed during the housing crisis.;en;0.8242425918579102;en;0.9580510854721068;True;Federal Reserve;https://ror.org/05fk5tr28;United States;matched;05fk5tr28
